OBJECTID,GlobalID,Zoning,Conditional,Reference,Overlays,Supplemental,last_edited_date,SHAPESTArea,SHAPESTLength
1,97FE3E51-49FD-45A6-88F2-D9E0310F4F73,P1,,,,,2024-04-15 18:59:18+00:00,9097.4693915,445.505697213328
2,9DFEF3CA-7DE5-4208-A1B0-507472E00141,P1,,,,,2024-04-15 18:59:18+00:00,35801.663469305,725.098250371796
3,ED26ED89-92B8-4DD0-9CD4-6B8DC8C11C50,P1,,,,,2024-04-15 18:59:18+00:00,83179.829675415,1342.36195732627
4,85BDB455-9F19-4A5D-9C14-014F214DAE6F,P1,,,,,2024-04-15 18:59:18+00:00,259540.56983702,2448.90058287012
5,FA901D4A-2820-4120-8F14-441B5988A3F8,P1,,,,,2024-04-15 18:59:18+00:00,56004.712675855,1087.41201232741
6,7DFB1600-88E6-4FFF-9034-AAD80F25D977,P1,,,,,2024-04-15 18:59:18+00:00,398396.03311025,3269.02372133403
7,08D06456-7C52-4245-BC93-1476D2AF9672,AG2,,,,,2024-04-15 18:59:18+00:00,54176.56566021,1691.13892165536
8,A2A70D8D-1559-4489-97CD-46529BC30C37,B4,,,,,2024-04-15 18:59:18+00:00,4094.31493131,371.409940123809
9,AC28DD4F-B0F7-4F05-AC1C-31312F0F3F5A,AG2,,,,,2024-04-15 18:59:18+00:00,18347.66812749,659.462201357705
10,2D1A9487-7CBF-42CA-8888-E6457DD37E9D,PDH1,,,,,2024-04-15 18:59:18+00:00,260939.011014765,2289.25093384536
11,C0C0B0EE-4069-4B4E-86A2-994286D36403,P1,,,,,2024-04-15 18:59:18+00:00,204170.37833091,2882.14180641501
12,1D1B73A7-AACF-4C78-958A-D78A34EC2D4F,AG1,,,,,2024-04-15 18:59:18+00:00,1261519.33744949,6376.23052239926
13,EDB56EFD-BF86-4994-A948-157AF68EB055,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,444.883354305,183.555206758851
14,6EE853E1-D06A-46B8-861C-B6FA74AC2D7C,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,361.200335085,172.457552471994
15,F6D541F1-0998-461E-87D0-9D68E2FB140A,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,1416.805798885,291.82017735482
16,310BE7F3-6383-4E14-A916-15041D9395FD,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,649.333569255,196.795975664984
17,74A2CE89-B8BD-4166-96A3-6FA9A4E7E0E9,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,2483.98815674,766.284828617231
18,2F87CFFB-E032-4DF1-8331-F9DF2BA0390A,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,7650.295362,1633.5138740613
19,678EFFDB-5A55-45B8-A7FC-0DDCD244033D,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,160.294982615,57.9698461202045
20,B3F63B93-5F6A-416B-B1C0-21C19696C472,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,151.087753025,88.510307318328
21,62BE6439-317D-4C33-8F12-7B63BD4ACD49,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,301.172394435,169.610249709151
22,6D493A79-D22A-447B-9025-BAC3B67037AC,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,21682.751714025,1377.61434731328
23,423B102C-AD89-4781-ADDC-67B20D83FE06,R10,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,62974.587264345,1185.40574590249
24,8D519E50-5400-4E83-810B-584670A87E96,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,2638.168645705,703.319505619686
25,4D0CD827-1904-491E-9F6F-1E1F3BE3C8A9,P1,,,,,2024-04-15 18:59:18+00:00,4037.514553425,691.840309624338
26,353C6061-1BCF-470A-B2D8-02DEF3D2015C,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,194.305379265,83.4758759422434
27,C8AFF0D6-83F3-4801-90C3-6E14B362D056,R20,,,,,2024-04-15 18:59:18+00:00,39667.937935325,946.981173382601
28,0CFB6D57-FAC5-4D94-872B-A2527922FF11,A12,,,,,2024-07-25 21:22:33+00:00,14996.784779065,498.631717149399
29,D27C78CF-ADDE-4CC7-B6B2-F215E9D0C942,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,1529.31881298,214.114646992352
30,C4A917AB-9548-4962-8B6E-7867D810F71A,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,3131.524385465,401.34164221756
31,EE5219ED-F023-4003-9028-1AE5F1032CB5,R40,,,,,2024-04-15 18:59:18+00:00,1756.35840263,174.121319462298
32,A6BDA80E-4A55-4285-8FF7-2C4C26FD6FC5,A18,,,,,2024-04-15 18:59:18+00:00,30469.627135215,755.735232789759
33,0EA2662C-5C59-4C52-AF23-010E76B13E14,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,1033.11346956,197.096084558758
34,AE6351C3-8AB6-4081-9BD3-47DE12A016B4,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,1267.70559252,207.765384505379
35,0EAD37B0-0A17-41AD-886F-9D2E07498932,R5D,,,,,2024-05-29 22:16:49+00:00,95244.136462095,1253.74308427702
36,D1014F55-7C59-4903-953A-B2691592FEF4,AG1,,,,,2024-04-15 18:59:18+00:00,17466.54567711,611.850917896791
37,A497D4D9-0DF2-41A5-8AFD-EEE834AAB663,A12,,,,,2024-04-15 18:59:18+00:00,74861.209494925,1106.97035173628
38,B60AFB58-02F9-4487-92FE-8F3BFB0CF198,PDH1,,,,,2024-04-15 18:59:18+00:00,25215.834287125,982.237883389542
39,3970D8B1-6632-4863-A880-FB56CFAB72A8,PDH1,,,,,2024-04-15 18:59:18+00:00,9337.063674395,488.278233140105
40,A027CA3D-E175-42BD-BC9D-215232D1A355,A12,,,,,2024-04-15 18:59:18+00:00,92828.881422865,1272.75585794022
41,F50A913C-3F2C-47D1-AA84-A9569CADE042,A12,,,,,2024-04-15 18:59:18+00:00,87183.531896175,1290.18879223331
42,C73CD6A5-E2D4-4C05-AA44-332A8C53335F,O2,,,,,2024-04-15 18:59:18+00:00,4075.835606335,264.727445326341
43,53AAD2B8-1CE4-45DD-A9BA-F4DB0CD3953A,A18,,,,,2024-04-15 18:59:18+00:00,62541.78353219,1194.84326192759
44,02ADC6A8-B236-47A1-8592-B97B93B81008,A12,,,,,2024-04-15 18:59:18+00:00,31903.85960777,761.188681496897
45,4E1A13BA-873B-4148-9E77-426A805ED095,A12,,,,,2024-04-15 18:59:18+00:00,17363.95676823,507.809929384891
46,DE1A90D5-E703-4A3A-9F00-BE46CA74A5C7,R10,,,,,2024-04-15 18:59:18+00:00,38359.788098945,1672.81671728215
47,786A3E39-A042-4EB7-B5FC-BECCF9874CD7,PDH1,,,,,2024-04-15 18:59:18+00:00,132050.879377585,1688.14213808681
48,9D3B5A5E-2E0A-41E8-BE78-54B2553E54DA,B2,,,,,2024-04-15 18:59:18+00:00,157182.067658365,1970.48471062091
49,3B88255A-551C-4B85-A91E-DFABE6B0FB41,B2,,,,,2024-04-15 18:59:18+00:00,82654.03232947,1229.42423241933
50,7AAF6393-31DB-4560-8E4E-5B851B3B12C8,O1,,,,,2024-04-15 18:59:18+00:00,48152.12671957,925.022823432515
51,7136E2C9-019E-488E-BC99-90470B1E7E3A,R10,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,57277.94414113,1090.29679015846
52,40735938-F214-4732-8114-523976969C2F,A18,,,,,2024-04-15 18:59:18+00:00,3025.451692615,238.167864131256
53,A59EEF6F-87C5-4441-994D-16BEE72DA091,RT3,,,,,2024-04-15 18:59:18+00:00,2347.400081605,214.537232637653
54,4E099E63-AF22-43C5-A373-432ECE4A65B9,R5D,,,,,2024-04-15 18:59:18+00:00,2479.581734955,200.39264741806
55,C463AC8E-6E91-46DC-B14B-0A49251B20A5,A36,,,,,2024-04-15 18:59:18+00:00,1870.892076065,183.480488637735
56,A916A71E-6291-4B2D-A9F0-6CEC54A41D79,A18,,,,,2024-04-15 18:59:18+00:00,12020.12853028,488.564585889957
57,1BCA53D1-12AA-4386-AC2E-3924B8470759,A18,,,,,2024-04-15 18:59:18+00:00,24292.20361483,680.526291640253
58,A186865D-2230-41E3-A090-0924B67C1CF0,A18,,,,,2024-04-15 18:59:18+00:00,11140.63937804,582.063027159928
59,83DD160D-0DE3-4650-8368-BBC318C76E06,A12,,,,,2024-04-15 18:59:18+00:00,4610.733820965,333.608736866323
60,3FE0CF45-B9A9-438C-85F4-1F061E3CFB03,A12,,,,,2024-04-15 18:59:18+00:00,14089.457858615,522.861548388606
61,F64E26AC-3451-492A-8191-3C0DF6C8A24C,A12,,,,,2024-04-15 18:59:18+00:00,7532.588772445,459.994399270876
62,AA8327F6-1276-4AD0-BBC1-6DF04362B0E9,A12,,,,,2024-04-15 18:59:18+00:00,13798.70949515,516.836191060918
63,06B9067C-87B2-42FD-B7C4-AF534B52BF17,A12,,,,,2024-04-15 18:59:18+00:00,14489.140553415,533.245481205654
64,0AE8AF51-F06C-4152-BEDA-739142FB4D5B,A12,,,,,2024-04-15 18:59:18+00:00,14492.16915369,533.786006400974
65,70900E21-705C-4A58-B055-892A865EC91F,A12,,,,,2024-04-15 18:59:18+00:00,7504.335404925,438.81905971166
66,1137849C-1ABC-441C-8DF5-B3B5C233452A,A12,,,,,2024-04-15 18:59:18+00:00,14391.992405875,526.282490339096
67,40388C2E-BE88-4126-A3B0-610DB8C4F30A,A18,,,,,2024-07-25 22:59:19+00:00,5913.196984605,321.685055991746
68,BF201505-495A-43CE-98B5-51CA34C69435,OR,,,Short Term Rental-Oceanfront Resort District,,2024-04-15 18:59:18+00:00,2481.440198625,199.585667234366
69,6D80C34E-67CF-470E-B7EB-8D99C9E2BA42,A18,,,,,2024-04-15 18:59:18+00:00,51691.840896525,979.330041921083
70,C4422DD2-C510-4468-BD52-CED5BAEDA359,A18,,,,,2024-04-15 18:59:18+00:00,3507.29363381,248.984097245558
71,A655CB7C-FFFF-4B31-8E25-66CD7D79424F,A18,,,,,2024-04-15 18:59:18+00:00,32058.023903345,770.663126282625
72,7BF81208-FA9D-4195-9F3E-E59E5899014F,A12,,,,,2024-04-15 18:59:18+00:00,11732.85585921,468.960976943278
73,6EA222E0-E66F-4DDC-97A6-86BD59F0869A,A12,,,,,2024-04-15 18:59:18+00:00,5102.42096018,286.978552492958
74,C3D96922-A68C-494D-8346-3CB4EB0790D2,A18,,,,,2024-04-15 18:59:18+00:00,7609.23310556,366.746494930604
75,934E6970-CEAE-4FC1-8653-3499850F6CBC,A18,,,,,2024-04-15 18:59:18+00:00,5772.446070465,385.424008357932
76,7EB2B024-9B54-4F0B-944C-3E7F410DA2B0,A24,,,Old Beach Overlay District,,2024-04-15 18:59:18+00:00,7272.599489055,380.300320893264
77,0CB509B5-646B-4E6E-B1A0-F60A801D3DB0,A12,,,Old Beach Overlay District,,2024-04-15 18:59:18+00:00,2441.10251334,198.250421985282
78,BA8AAE1E-8536-408A-8AF3-96926FC18B84,R5D,,,Old Beach Overlay District,,2024-04-15 18:59:18+00:00,8606.72664041,442.416174200019
79,38DDEC8D-A3B2-4C46-A7C4-A3026935AFFE,OR,,,Short Term Rental-Oceanfront Resort District,,2024-04-15 18:59:18+00:00,4029.77065974,251.702907033184
80,C308FEB8-0BCF-447D-B898-CD5E5379F577,A12,,,,,2024-04-15 18:59:18+00:00,38257.30795032,791.887860611795
81,08EC3C15-91D1-421F-855D-6473DEA2F3BD,A12,,,,,2024-04-15 18:59:18+00:00,1003.88754242,144.602716525436
82,E187B318-EF98-44B7-811C-8213617F61CC,O2,,,,,2024-04-15 18:59:18+00:00,26450.557159675,792.073004724407
83,9EC96711-ED20-4445-8700-0506A2350616,A12,,,,,2024-04-15 18:59:18+00:00,9494.341838975,449.129817268672
84,A0BCEA6A-2CFB-4D1A-869C-67B5008CDE9A,R40,,,,,2024-04-15 18:59:18+00:00,16043.62827661,608.760296687656
85,9D2E931B-E975-41B5-A4F8-96662BFFA1EC,OR,,,Short Term Rental-Oceanfront Resort District,,2024-04-15 18:59:18+00:00,5287.704905565,304.230322404841
86,5E5B3F30-474D-4493-A8C8-0AEFD742FCBC,R5D,,,,,2024-04-15 18:59:18+00:00,17334.695358575,999.65011597424
87,3E6EE1D0-186C-45D6-8A81-E1871D7EB1C3,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,67760.14392434,1350.26457519095
88,C20BF671-9F77-48C5-ABCA-554A188126BE,A24,,,,,2024-04-15 18:59:18+00:00,5184.95682915,311.641036997242
89,A3B7D728-E66F-4128-B28C-1362025B1AA7,R40,,,,,2024-04-15 18:59:18+00:00,38608.85973927,912.27736404097
90,2495ADFE-92D4-45CF-ABFD-962E886B14FD,H1,,,,,2024-04-15 18:59:18+00:00,6670.64882803,366.539139724468
91,7E5F53F7-A6D4-4C19-8139-CC9E02821893,H1,,,,,2024-04-15 18:59:18+00:00,6746.591456045,367.508561563924
92,50787526-08EC-4019-84C5-34EA40ED7376,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,1899.456893895,182.474137212695
93,B1AB9B13-BEBB-44CC-8C32-B19546BF73CF,A12,,,,,2024-04-15 18:59:18+00:00,93225.26071471,1354.01625626523
94,2E43476C-E6B5-4FF0-A07C-299889F9AC72,R7.5,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,425.015230805,108.138826471142
95,EB7AF8B8-F828-4374-9391-D2BF5A9E140B,R40,,,,,2024-04-15 18:59:18+00:00,10496.98074703,566.664833285265
96,3E7CA88D-EE94-4621-A097-83AF39245BAE,R40,,,,,2024-04-15 18:59:18+00:00,18582.54574759,728.67278362381
97,9A63F784-BB4E-45D6-A3C4-6D73024A3109,P1,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,213.617543985,73.505415559765
98,6EFACE3B-F5B8-4CF1-A22D-68DB457B9E40,R10,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,818.184881875,143.185872840105
99,8F5C3556-41BA-4D82-B009-1FD4EC9237F5,R5D,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,3627.69760154,264.989842341044
100,D69E4608-C36B-458D-9830-CA9A13F61826,P1,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,64.85529165,37.4164612776023
101,72DB0181-D1A8-4ECD-9D4D-5C3D711DBA7B,R20,,,,,2024-04-15 18:59:18+00:00,14069.45231974,602.489435929251
102,51457E50-7C26-4168-8038-98DB0D6E3287,R15,,,,,2024-04-15 18:59:18+00:00,3165.00072502,266.585094736575
103,589DACB8-E2F5-4B8B-A1F2-A2FB69167191,R20,,,,,2024-04-15 18:59:18+00:00,81049.827906795,1796.52554422472
104,85A6C484-20F9-4A66-B44B-66253B2FC6B0,R20,,,,,2024-04-15 18:59:18+00:00,155851.94346767,1708.19704992271
105,CD9C0E3D-0985-4DC9-AC05-A0EBDBEEC58D,R40,,,,,2024-04-15 18:59:18+00:00,12885.227244815,480.182646857679
106,8721CE93-A022-4849-B5DC-635118D893A5,B2,,,,,2024-04-15 18:59:18+00:00,181641.34083896,2216.78412608395
107,87D4E1BD-4D6B-42C8-B027-3B4B0FCD53B7,R10,,,,,2024-04-15 18:59:18+00:00,371201.93319999,7571.45883230446
108,30DD2245-5581-4D18-98BF-F6D121D502F0,R10,,,,,2024-04-15 18:59:18+00:00,78203.27019272,1455.29129205593
109,0A5E9A3B-D7E3-43D2-B67D-C69C3E89BC9C,P1,,,,,2024-04-15 18:59:18+00:00,63030.17006946,1101.31117048347
110,F5823705-0CED-45F9-A4FD-459AAF216914,R20,,,,,2024-04-15 18:59:18+00:00,1213081.18938162,17622.9289457334
111,D5C0DFA7-1A6D-4E45-AAFD-97EB6E3FF528,R20,,,,,2024-04-15 18:59:18+00:00,34333.2240308,1191.24327214552
112,25B19CE9-62EE-4782-8609-6DED3099B6FB,R20,,,,Open Space,2024-04-15 18:59:18+00:00,347109.29118725,6987.16085665509
113,AE1BB44F-3C6D-4032-90DF-90E26969C70F,R20,,,,,2024-04-15 18:59:18+00:00,56702.42452746,1820.35393481702
114,E2E49CB8-D86E-4CEF-A7D7-9CDD0B5FACEC,R20,,,,,2024-04-15 18:59:18+00:00,38479.77963428,890.110725524236
115,CDF9243B-261E-46B3-994E-FE28A9890B5C,R20,,,,,2024-04-15 18:59:18+00:00,14641.42961819,535.758647615217
116,C7D13FBA-2E83-4621-92AA-E66CB7499BC8,AG1,,,,Historic and Cultural District,2024-04-15 18:59:18+00:00,9620.570828815,397.49562953984
117,AEBB524E-B1BE-403C-9DF9-36F6F3D25069,R20,,,,,2024-04-15 18:59:18+00:00,72942.255793335,1770.67255723146
118,04C86F7D-15B5-4DF3-9BF1-FAD8BB059D07,R15,,,,,2024-07-17 18:53:55+00:00,144501.954798155,4192.27094875508
119,69A4EF18-E2CD-4986-9C5F-C3F8172C5871,R15,,,,,2024-04-15 18:59:18+00:00,135802.897478015,2674.90558849496
120,DACE3423-F5C2-4ED3-B544-18879BE5A751,R15,,,,,2024-04-15 18:59:18+00:00,22181.790714025,656.429732070667
121,4F2E12A9-A142-4538-8D4E-5488EA8BD2F1,R10,,,,,2024-04-15 18:59:18+00:00,5576.62506904,315.834302485927
122,00CC9B7A-9264-40CD-BB24-3C6562100F3C,R10,,,,,2024-04-15 18:59:18+00:00,48383.351261545,1410.67150775996
123,ED9E2AFD-1538-4E51-85C4-4B3BBE720A0B,R10,,,,,2024-04-15 18:59:18+00:00,25879.51170231,1012.78876001585
124,BDADAFA2-AECA-44DF-8734-317B3D668830,R10,,,,,2024-04-15 18:59:18+00:00,18925.74820008,546.148189244619
125,CADE3F5E-31BD-437E-9AA4-F58C6DAD2650,R40,,,,,2024-04-15 18:59:18+00:00,25067.589249585,706.103935556545
126,4F65CBD4-276B-42DF-8942-63AF46EF1AD6,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,11279.240355125,426.170966870215
127,6558C4B2-B1EA-4AAB-B0A8-D93D45EF67C6,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,3733.46230842,244.742509061571
128,DC658792-0222-4C9E-BAFE-26AE21D1DCB8,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,26397.91952302,689.913837465635
129,C1FF4A3D-AD35-455D-AD40-B16DC033CF23,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,12251.895910865,449.256183638914
130,C22C852E-098B-4387-9BC4-E976A3C3B9D2,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,11301.80401555,444.062072793961
131,43255C8B-D8EE-4B23-B714-BDF763FDBAC2,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,12098.904986045,428.774488446806
132,ECBFB9B5-2CFE-442F-AF04-E528C67277BE,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,13976.35844819,470.85935909904
133,3D348AD1-2E81-41F9-84FE-B3CA3D4AF209,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,16658.05108609,531.036814095958
134,653DDBB6-B060-4DF0-8F94-E6C8709BA3A6,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,11062.59249637,414.489287822885
135,00680FEA-2087-4413-9833-735B3420F948,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,21016.61937438,595.296216783639
136,036502CC-9C4B-4B52-9B9B-4A4490E08880,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,15527.204394855,472.863289172749
137,2658FC59-E0F4-4A32-A94F-5DB532F6034C,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,17932.93367871,973.914734494182
138,C87E4CDE-C081-4C4A-A24C-D9D6E0B4344C,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,20538.76337035,625.299332530294
139,5F948C90-3437-4839-9F0C-AFFB52A7F73A,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,10505.578214065,455.742444681162
140,C7E493AA-8728-44E8-8696-227E5CE6BCAF,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,13297.29250457,458.725692608513
141,C775F628-B148-404A-ABE8-26745BC66409,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,10414.59491459,592.577322727964
142,33324056-2875-497D-9192-E868DDA4FBAE,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,19979.91465863,623.602945324919
143,A7B8051D-4E88-44D9-BC23-CA7A5C32D054,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,12721.27482763,466.911728851321
144,43833C64-FD7D-4F85-BC27-EE729A73F990,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,10384.42393893,397.419467020211
145,65863435-6A54-4244-A0F1-413937892864,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,14530.660243175,464.308485344501
146,FBA8B814-01B0-488B-B236-49C6F6545103,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,20998.177154155,594.697607427948
147,3E0DA59F-49DF-4BCE-BF87-4432D6C9BE5D,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,7802.768848565,346.895487177616
148,3F21695E-D1D0-42A8-A73E-A619513B04ED,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,11284.339088715,422.452006871951
149,C54A61AD-C14A-4459-B755-5C2FF280FA7B,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,20827.83941861,592.044536827954
150,2428FE2C-7507-45D3-8915-A0BB5434ABE6,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,24817.287677305,736.637335326398
151,B8F61A92-9A80-408B-A325-C21B9A995EA7,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,13472.94510826,497.242591389845
152,DEB13C58-C13A-4915-B39C-07B45C006AA7,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,25927.342313405,685.682963857196
153,F7E25BFF-95A0-478B-B267-BEB50A2BC81D,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,17670.32970247,523.475626629162
154,CCCE380F-ABE0-48BB-8887-060D7D347CC5,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,13688.69520367,669.58498552185
155,3E1A4D81-0B1B-488A-9932-1040824932CD,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,5931.719319845,323.607782957001
156,D36230EB-939D-46DF-AE8A-20EB3975C402,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,26521.66744104,690.82903971913
157,6F0F89BD-9629-4347-8D1B-53F35FA856A7,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,21159.796235005,597.773141281803
158,25EE3458-0251-4C26-A8F6-7B0A4E8CE2DA,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,26468.510442445,1152.11363308161
159,850D4957-3527-40A5-9075-A78AC913E00B,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,26498.385915565,689.765757383751
160,78EEA61B-C68D-4984-A82F-2711E488823D,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,1647.4291379,271.672819346671
161,C41080F4-126F-49F7-81F5-F61AEC97DC67,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,15579.13808332,505.891590565178
162,EDDE6BC1-18DD-45CB-BA9F-7DC3412E4A4B,R5R,,,North End Overlay District,,2024-04-15 18:59:18+00:00,21162.16437806,597.883707221728
163,FB145266-2B0D-4697-ABD3-1A45BF190517,R20,,,,,2024-04-15 18:59:18+00:00,34099.14558745,1237.87968636162
164,E908B210-276B-4DF6-835E-50993B0D80C2,R20,,,,,2024-04-15 18:59:18+00:00,69493.79030815,2903.78848729648
165,476E856C-9F15-4393-8562-B5431DE3873A,P1,,,,,2024-04-15 18:59:18+00:00,7646.989613705,382.13096425331
166,F46AE641-AA5B-412E-B7B4-F839A5FD1B79,P1,,,,,2024-04-15 18:59:18+00:00,549.20026624,167.657603652628
167,801DBF15-4B4B-4A6F-BD4E-F9FB4AB2A323,R40,,,,,2024-04-15 18:59:18+00:00,5268.28928088,427.829895846883
168,40C2ACB4-AD7D-48E5-8389-3C7A3AF2FD39,R40,,,,,2024-04-15 18:59:18+00:00,395.907220575,106.092345836607
169,CDE2E785-DFAB-4DA3-BA7E-25701FF81946,P1,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,109090.947415695,2354.10586346391
170,28A3FA85-51B2-4DFE-91D9-28B68E18AEDD,R5D,,,,Planned Unit Development District-2,2024-04-15 18:59:18+00:00,90868.845921635,2138.43647643658
171,9D99E17B-18FB-4BFE-A019-2EED39D50CBA,R10,,,,,2024-04-15 18:59:18+00:00,688.663653095,127.618265444592
172,3FEB5F96-58B8-4282-9E82-5C26191C7C4B,R10,,,,,2024-04-15 18:59:18+00:00,4179.464891455,265.37611128449
173,B5DF6E9F-5A91-4534-98CA-FF9BA1C189A9,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,20411.345739295,706.102330355807
174,E26ED980-45B1-45BE-8883-CBA87EAAD57B,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,8723.703745815,380.614169209305
175,F9969939-5820-484B-84B8-03FF107487D1,R5R,,,Shore Drive Corridor Overlay District,,2024-04-15 18:59:18+00:00,13879.838187015,530.218580957421
176,DF0D011E-8C9A-493E-892B-A7B981167A79,R7.5,,,,,2024-04-15 18:59:18+00:00,18655.43370197,635.197237387375
177,C9E2D1A0-9BCE-452D-9A1D-B129C27A6B47,R7.5,,,,,2024-04-15 18:59:18+00:00,77024.389769025,3097.66989178453
178,BB9285BD-61AF-4B8F-8470-BEE352BDA600,R7.5,,,,,2024-04-15 18:59:18+00:00,53940.88963401,1619.05007698899
179,5E18C7AE-1ACF-4CB6-80FC-E3427129683E,R7.5,,,,,2024-04-15 18:59:18+00:00,41903.239999935,1273.29477795069
180,E33DC5D8-991B-4CA4-8554-74D53FD4C960,R7.5,,,,,2024-04-15 18:59:18+00:00,26903.942568295,866.945352260368
181,BBF0B59D-974E-43B6-BDE8-41A8A26A7EFD,R7.5,,,,,2024-04-15 18:59:18+00:00,26503.97263792,817.799194303975
182,B01CAD2C-AC93-420B-83FF-7A5E17234932,R7.5,,,,,2024-04-15 18:59:18+00:00,9501.48763392,573.948947915443
183,D05BD208-D6F9-4336-BCB7-495930E918E7,R7.5,,,,,2024-04-15 18:59:18+00:00,34883.809263255,989.504880969483
184,6A13FEB7-D99B-4670-B2EB-7BD758BEFAB2,R7.5,,,,,2024-04-15 18:59:18+00:00,28660.498885225,889.821585032679
185,A4A56F64-7CFD-4E03-A9FF-83A74B60B291,R7.5,,,,,2024-04-15 18:59:18+00:00,58418.616187545,2017.03464336286
186,DEA972AD-6912-4023-87C0-35004901A509,R7.5,,,,,2024-04-15 18:59:18+00:00,24265.87271464,742.098130852047
187,D0104B3C-6D95-4BB1-A4A1-0D14C43B7F77,R7.5,,,,,2024-04-15 18:59:18+00:00,27547.50125344,870.740597748398
188,42D09074-0368-4A4E-AE79-93335DDB73B7,R7.5,,,,,2024-04-15 18:59:18+00:00,153529.26302393,1569.64127959346
189,39C96210-D068-474A-9E8E-32A87EEBF570,R7.5,,,,,2024-04-15 18:59:18+00:00,1363.24926388,145.835511576599
